VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2009-01-01 02:17:33,2009-01-01 02:27:31,N,1.0,181,49,6.0,1.03,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,2.0,1.0,
2,2009-01-01 02:39:10,2009-01-01 02:55:18,N,1.0,25,61,6.0,3.5,13.0,0.5,0.5,0.0,0.0,,0.3,14.3,2.0,1.0,
2,2010-09-23 00:01:40,2010-09-23 09:31:45,N,1.0,7,193,1.0,1.11,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2.0,1.0,
2,2020-11-14 09:55:36,2020-11-14 10:04:54,N,1.0,82,138,1.0,3.8,12.5,1.0,0.5,0.0,0.0,,0.3,14.3,2.0,1.0,
2,2020-11-14 11:38:07,2020-11-14 11:42:22,N,1.0,129,129,1.0,0.63,4.5,1.0,0.5,0.0,0.0,,0.3,6.3,2.0,1.0,
2,2008-12-31 12:31:58,2008-12-31 12:55:33,N,1.0,244,236,1.0,5.72,20.0,0.0,0.5,0.0,0.0,,0.3,20.8,2.0,1.0,
2,2010-09-23 00:01:49,2010-09-23 22:40:53,N,1.0,179,249,1.0,6.75,23.0,0.5,0.5,6.08,0.0,,0.3,30.38,1.0,1.0,
2,2009-01-01 16:14:14,2009-01-01 16:44:24,N,1.0,60,51,1.0,6.05,25.0,1.0,0.5,0.0,0.0,,0.3,26.8,1.0,1.0,
2,2010-09-23 00:01:20,2010-09-23 06:32:38,N,1.0,145,112,1.0,1.55,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,2.0,1.0,
2,2010-09-23 00:02:26,2010-09-23 22:39:09,N,1.0,7,75,1.0,5.23,17.5,0.5,0.5,0.0,0.0,,0.3,18.8,2.0,1.0,
2,2008-12-31 14:41:05,2008-12-31 16:32:15,N,1.0,25,13,1.0,13.94,70.5,0.0,0.5,0.0,0.0,,0.3,71.3,1.0,1.0,
2,2010-09-23 00:01:37,2010-09-23 15:27:18,N,1.0,7,7,1.0,0.35,3.5,0.0,0.5,0.0,0.0,,0.3,4.3,2.0,1.0,
2,2010-09-23 09:26:58,2010-09-23 09:55:58,N,5.0,247,174,1.0,4.66,22.14,0.0,0.5,0.0,0.0,,0.0,22.64,2.0,2.0,
2,2008-12-31 23:08:24,2008-12-31 23:33:43,N,1.0,129,92,1.0,6.29,22.5,0.0,0.5,0.0,0.0,,0.3,23.3,2.0,1.0,
2,2009-01-01 00:05:14,2009-01-01 00:15:43,N,1.0,82,82,1.0,0.74,5.5,1.0,0.5,0.0,0.0,,0.3,7.3,2.0,1.0,
2,2018-10-28 23:11:44,2018-10-28 23:30:10,N,1.0,82,196,1.0,2.25,13.0,0.0,0.5,2.0,0.0,,0.3,15.8,1.0,1.0,
2,2018-10-28 23:48:07,2018-10-29 05:56:38,N,1.0,82,173,1.0,1.3,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,2.0,1.0,
2,2018-11-19 06:04:19,2018-11-19 06:18:36,N,1.0,129,196,1.0,2.08,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,2.0,1.0,
2,2018-11-19 06:29:01,2018-11-19 14:09:48,N,1.0,196,35,1.0,9.97,35.0,0.0,0.5,0.0,0.0,,0.3,35.8,1.0,1.0,
2,2018-12-31 22:49:12,2019-01-01 06:00:38,N,1.0,82,260,1.0,2.42,10.5,0.0,0.5,0.0,0.0,,0.3,11.3,2.0,1.0,
2,2019-01-22 06:16:11,2019-01-22 06:23:35,N,1.0,82,82,1.0,0.82,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,2.0,1.0,
2,2019-02-12 14:26:57,2019-02-12 14:45:40,N,1.0,82,215,1.0,6.02,19.5,0.5,0.5,0.0,0.0,,0.3,20.8,2.0,1.0,
2,2019-03-05 22:08:49,2019-03-05 22:16:05,N,1.0,122,191,1.0,1.0,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,1.0,1.0,
2,2010-09-23 00:02:10,2010-09-23 07:17:14,N,1.0,78,247,1.0,3.26,15.0,0.0,0.5,0.0,0.0,,0.3,15.8,2.0,1.0,
2,2009-01-01 08:34:07,2009-01-01 08:42:04,N,1.0,7,146,1.0,1.32,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,2.0,1.0,
2,2019-08-26 16:18:37,2019-08-26 16:19:35,N,1.0,264,264,1.0,0.0,1.0,0.0,0.5,0.0,0.0,,0.3,1.8,2.0,1.0,
2,2010-09-23 00:01:25,2010-09-23 18:03:36,N,1.0,95,135,1.0,1.36,6.5,1.0,0.5,2.0,0.0,,0.3,10.3,1.0,1.0,
2,2018-10-30 02:46:42,2018-10-30 02:56:45,N,1.0,82,260,6.0,1.33,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,2.0,1.0,
2,2009-01-01 01:12:45,2009-01-01 01:20:10,N,1.0,95,95,1.0,1.1,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,2.0,1.0,
2,2009-01-01 01:24:43,2009-01-01 01:39:06,N,1.0,95,138,1.0,6.16,18.5,0.0,0.5,0.0,0.0,,0.3,19.3,2.0,1.0,
2,2009-01-01 01:45:51,2009-01-01 01:55:56,N,1.0,129,179,1.0,2.72,10.5,0.0,0.5,1.0,0.0,,0.3,12.3,1.0,1.0,
2,2018-11-02 04:59:05,2018-11-02 05:32:25,N,5.0,76,49,1.0,6.39,25.79,0.0,0.5,0.0,0.0,,0.0,26.29,1.0,2.0,
2,2018-11-24 14:30:37,2018-11-24 14:45:09,N,1.0,17,112,1.0,3.85,13.5,0.5,0.5,0.0,0.0,,0.3,14.8,2.0,1.0,
2,2018-11-24 15:16:01,2018-11-24 22:29:36,N,1.0,255,36,1.0,2.6,11.5,0.5,0.5,1.8,0.0,,0.3,14.6,1.0,1.0,
2,2018-12-15 22:37:24,2018-12-15 22:50:48,N,1.0,80,144,1.0,3.34,13.0,0.5,0.5,2.86,0.0,,0.3,17.16,1.0,1.0,
2,2018-12-15 23:19:44,2018-12-16 06:34:13,N,1.0,255,211,1.0,3.79,14.0,0.5,0.5,1.5,0.0,,0.3,16.8,1.0,1.0,
